SH1_ID,FM_Soil_Mass_g,PerCMoisture,Notes,CNH2_ID_Field,ABS,glu_ug_mL
SH1_054,0,NA,extraction blank,NA,0.23572500000000002,8.34512262569518
SH1_055,0,NA,extraction blank,NA,0.26972500000000005,11.46983055831633
SH1_056,0,NA,extraction blank,NA,0.27122500000000005,11.607685320049615
SH1_085,0,NA,extraction blank,NA,0.09625,-4.473072636138192
SH1_086,0,NA,extraction blank,NA,0.095,-4.587951604249263
